Sheet 1: PROJECT CATALYST FUND 9 METRICS - FINAL
,,,,
,,,,
,,,,
PROPOSALS,1105,,,
CHALLENGE FUND PROPOSALS,61,,,
,,,,
,,,,
PROPOSAL SCORES,VOTED,SPONSORED,,
AVG SCORE,4.11,4.37,,
MEDIAN SCORE,4.33,4.47,,
MIN SCORE,1.06,2.21,,
MAX SCORE,5.00,5.00,,
,,,,
,,,,
VOTES PER PROPOSAL,VOTED,SPONSORED,,
AVG VOTES,312,331,,
MEDIAN VOTES,231,293,,
MIN VOTES,110,135,,
MAX VOTES,2572,1152,,
,,,,
,,,,
ADA PER WALLET,,,,
AVG ADA/WALLET,321880,,,
MEDIAN ADA/WALLET,255192,,,
MIN ADA/WALLET,86204,,,
MAX ADA/WALLET,804495,,,
,,,,
,,,,
FUNDED PROPOSAL COUNT,,,,
TOTAL (VOTE) FUNDED,223,,,
TOTAL (SPONSOR) FUNDED,3,,,
TOTAL,226,,,
,,,,
,,,,
PROPOSAL BUDGETS,VOTED,SPONSORED,,
AVG BUDGET,"$129,865.45","$42,411.49",,
MEDIAN BUDGET,"$41,000.00","$27,900.00",,
MIN BUDGET,$100.00,$600.00,,
MAX BUDGET,"$12,800,000.00","$375,000.00",,
,,,,
,,,,
FUNDING,,,,
TOTAL (VOTE) FUNDED,"$12,939,102.00",223,,
TOTAL (SPONSOR) FUNDED,"$54,337.00",3,,
TOTALS,$12993439.00,226,,
AVG (ALL) AMOUNT FUNDED,"$57,493.09",,,
,,,,
,,,,
FUNDING METRICS,VOTED,SPONSORED,,
MIN FUNDED,$100,"$12,000.00",,
MAX FUNDED,"$759,000","$28,837.00",,
AVG FUNDED,"$60,747","$18,112.33",,

All Proposals: Table 1
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,,AVG ADA /VOTE
Cardanonization of town halls,1.83,132,846109,24654429,-23808320,NO,"$20,000",NOT FUNDED,$415,Approval Threshold,193186
CARDANO TO THE EYES OF AFRICA,1.48,130,845631,25053116,-24207485,NO,"$25,000",NOT FUNDED,$415,Approval Threshold,199221
Eon Brands!,2.42,122,869798,25910586,-25040788,NO,"$15,000",NOT FUNDED,$415,Approval Threshold,219511
Supply dustbin cans in universities,1.44,140,841028,27390911,-26549883,NO,"$20,000",NOT FUNDED,$415,Approval Threshold,201657
DegaFund crowd fundraising system,2.56,123,1018129,27608260,-26590131,NO,"$60,800",NOT FUNDED,$415,Approval Threshold,232735
Cardano ERP - Grow Africa,2.71,141,2368537,32046017,-29677480,NO,"$23,700",NOT FUNDED,$415,Approval Threshold,244075
Afro-Asian youth connection,2.27,136,1030572,30805692,-29775120,NO,"$75,000",NOT FUNDED,$415,Approval Threshold,234090
WeCare: Unlocking Human Finance,2.71,133,847453,31541250,-30693797,NO,"$84,465",NOT FUNDED,$415,Approval Threshold,243524
Enabling microgrid transactions,2.62,137,1197574,32980142,-31782568,NO,"$100,000",NOT FUNDED,$415,Approval Threshold,249472
EDUCATE SENEGAL INNOVATORS - DI/FI,3.13,155,3982686,54470067,-50487381,NO,"$300,000",NOT FUNDED,$415,Approval Threshold,377115
"SHiELD Dapp, growing Africa digital",3.20,151,2627034,54368733,-51741699,NO,"$255,000",NOT FUNDED,$415,Approval Threshold,377455
Cooperative dApp,2.06,167,2867566,56826307,-53958741,NO,"$300,000",NOT FUNDED,$415,Approval Threshold,357448
,,,,,,,,15,,,

"Grow East Asia, Grow Cardano: Table 1"
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,
CNFT Community in Asian Community,4.71,508,256763048,36948581,219814467,YES,"$31,500",FUNDED,"$218,500",,578172
Quality Assurance of Organic Foods,3.86,302,181066730,19694127,161372603,YES,"$10,462",FUNDED,"$208,038",,664771
Vcoincheck Library (Phase 2),4.96,689,160527458,47386379,113141079,YES,"$28,500",FUNDED,"$179,538",,301762
Onboarding East Asia Today,4.80,460,137460184,32774326,104685858,YES,"$17,000",FUNDED,"$162,538",,370075
Eastern Town Hall Team Operation,4.75,393,129535609,32673444,96862165,YES,"$22,500",FUNDED,"$140,038",,412746
"Service Marketplace for Japan, VN",4.65,343,129850098,33931703,95918395,YES,"$24,150",FUNDED,"$115,888",,477498
Translate Eternl,3.75,514,112975682,20726258,92249424,YES,"$46,000",FUNDED,"$69,888",,260121
Cardano Asia TikTok Channel,4.86,692,125468617,35209882,90258735,YES,"$16,800",FUNDED,"$53,088",,232194
China Info Hub Continued,4.82,495,104764978,30155243,74609735,YES,"$13,527",FUNDED,"$39,561",,272566
Cardano Japan Brand Dev Initiative,3.87,303,112893243,41475678,71417565,YES,"$63,000",NOT FUNDED,"$39,561",Over Budget,509468
Lotus Link: Eco-Farm Traceability,4.75,402,81403888,31648452,49755436,YES,"$39,600",NOT FUNDED,"$39,561",Over Budget,281225
CEVI - INFO HUB FOR VN (EN),4.90,409,84127591,34436431,49691160,YES,"$10,240",FUNDED,"$29,321",,289888
Cardano Bridges in Japanese,4.05,195,67435278,18531874,48903404,YES,"$5,800",FUNDED,"$23,521",,440857
Connecting Asian Voter and Proposer,4.47,199,70343722,31073707,39270015,YES,"$15,000",FUNDED,"$8,521",,509635
CNFT Alliance: Japanese Community!,3.81,180,60509523,21623660,38885863,YES,"$7,500",FUNDED,"$1,021",,456295
2 minutes Crypto Dict for Japanese,4.63,257,57227663,20891037,36336626,YES,"$21,800",NOT FUNDED,"$1,021",Over Budget,303964
Cardano for Asia - impact ventures,4.45,195,48623027,14509918,34113109,YES,"$25,000",NOT FUNDED,"$1,021",Over Budget,323759
Japanese support for wallets,4.15,230,62002372,28289833,33712539,YES,"$6,200",NOT FUNDED,"$1,021",Over Budget,392575
Cardano Outreach - China Focus,4.51,201,52127714,18667432,33460282,YES,"$4,500",NOT FUNDED,"$1,021",Over Budget,352215
Asia Stakepool Alliance,4.71,339,63548298,31133291,32415007,YES,"$36,910",NOT FUNDED,"$1,021",Over Budget,279297
Promoting Japanese Content Abroad,4.07,173,52202344,20176840,32025504,YES,"$10,000",NOT FUNDED,"$1,021",Over Budget,418377
Cardano Incredible Race 2022,4.42,209,46750903,17907462,28843441,YES,"$24,870",NOT FUNDED,"$1,021",Over Budget,309370
Cardano pre-hub in Philippines,4.65,329,58676104,31054504,27621600,YES,"$35,000",NOT FUNDED,"$1,021",Over Budget,272737
Crypto Tik Tok Channel for Youth,4.61,236,43712165,17428749,26283416,YES,"$14,700",NOT FUNDED,"$1,021",Over Budget,259072
ArtSuite Cardano Course Bangladesh,4.57,220,40288660,17019601,23269059,YES,"$18,750",NOT FUNDED,"$1,021",Over Budget,260492
Onboarding Musicians From Asia,4.30,202,43103388,20269384,22834004,YES,"$25,000",NOT FUNDED,"$1,021",Over Budget,313727
Cardano Catalyst TV,4.55,265,39930185,18223502,21706683,YES,"$19,020",NOT FUNDED,"$1,021",Over Budget,219448
Cardano Guide - A one-stop guide,4.11,166,33979544,16004972,17974572,YES,"$20,462",NOT FUNDED,"$1,021",Over Budget,301112
Catalyst For Full-Time Speculators,4.71,265,51330475,34978405,16352070,YES,"$11,484",NOT FUNDED,"$1,021",Over Budget,325694
CardanoTalk for Vietnamese,4.37,289,44640638,28504828,16135810,YES,"$15,000",NOT FUNDED,"$1,021",Over Budget,253098
Tre Viet - VN support channel,4.68,271,45667253,32568075,13099178,YES,"$9,950",NOT FUNDED,"$1,021",Over Budget,288691
Amplify Japanese Cardano Content,4.00,173,41418973,28779097,12639876,YES,"$10,000",NOT FUNDED,"$1,021",Over Budget,405769
Educating Local Japanese Government,3.53,164,35184420,23946754,11237666,YES,"$10,000",NOT FUNDED,"$1,021",Over Budget,360556
Catalyst Events 4 Vietnam Students,4.59,266,33025853,22104763,10921090,YES,"$33,040",NOT FUNDED,"$1,021",Over Budget,207258
Cardano Catalyst TV - Ideas Sharing,4.51,210,30280817,19730677,10550140,YES,"$10,560",NOT FUNDED,"$1,021",Over Budget,238150
Elevate Social Impacts via Cardano,4.54,211,31710966,21848983,9861983,YES,"$30,500",NOT FUNDED,"$1,021",Over Budget,253839
Cardojo: Cardano in Asia,4.59,232,29537713,20578742,8958971,YES,"$27,900",NOT FUNDED,"$1,021",Over Budget,216019
CNFT Alliance: Chinese Community!,3.67,155,31450590,24502393,6948197,YES,"$7,500",NOT FUNDED,"$1,021",Over Budget,360987
Educational Hub by CardanoProjects,3.48,137,26948160,20414967,6533193,YES,"$6,400",NOT FUNDED,"$1,021",Over Budget,345716
Cardano4Climate East Asia,4.51,271,33893645,28595413,5298232,YES,"$15,400",NOT FUNDED,"$1,021",Over Budget,230587
YouTube educational video in Bahasa,3.95,163,34335050,31525793,2809257,NO,"$9,810",NOT FUNDED,"$1,021",Approval Threshold,404054
CNFT Alliance: Vietnamese Community,3.53,153,23491207,22153473,1337734,NO,"$7,500",NOT FUNDED,"$1,021",Approval Threshold,298331
HealthFI X Cardano - Move to Plant,4.28,183,29579969,30358492,-778523,NO,"$22,000",NOT FUNDED,"$1,021",Approval Threshold,327533
Raise Vietnam awareness on Cardano,4.33,200,32434815,33272726,-837911,NO,"$36,960",NOT FUNDED,"$1,021",Approval Threshold,328538
Flooftopia: Japanese Translation,3.73,148,32229396,33690499,-1461103,NO,"$7,500",NOT FUNDED,"$1,021",Approval Threshold,445405
2min English-Vietnamese Crypto Dict,4.65,224,33698982,35545987,-1847005,NO,"$17,150",NOT FUNDED,"$1,021",Approval Threshold,309129
Flooftopia: Korean Translation,3.44,161,22929071,31559392,-8630321,NO,"$7,500",NOT FUNDED,"$1,021",Approval Threshold,338438
Blockchain for Contracts: Indonesia,4.00,172,23825270,32761138,-8935868,NO,"$50,100",NOT FUNDED,"$1,021",Approval Threshold,328991
Event Calendar on CardanoProjects,3.27,142,25459546,35866396,-10406850,NO,"$6,600",NOT FUNDED,"$1,021",Approval Threshold,431873
Blockchain Knowledge Videos,4.09,154,20218396,30917112,-10698716,NO,"$14,400",NOT FUNDED,"$1,021",Approval Threshold,332049
Catalyst for Student in Vietnam,4.00,152,18848589,30542954,-11694365,NO,"$5,979",NOT FUNDED,"$1,021",Approval Threshold,324944
Local Japanese Government Strategy,3.12,161,22214207,36412563,-14198356,NO,"$15,000",NOT FUNDED,"$1,021",Approval Threshold,364141
Cardano in Tamil,4.21,229,30675370,44881714,-14206344,NO,"$11,150",NOT FUNDED,"$1,021",Approval Threshold,329944
Cardano in Laotian,4.43,238,27931695,42662813,-14731118,NO,"$11,150",NOT FUNDED,"$1,021",Approval Threshold,296616
Cardano in Burmese,4.50,251,28243165,43551117,-15307952,NO,"$11,150",NOT FUNDED,"$1,021",Approval Threshold,286033
Promoting Cardano in the highland,4.09,160,16631624,31944222,-15312598,NO,"$29,950",NOT FUNDED,"$1,021",Approval Threshold,303599
East Asia Artistic Grant Proposal,4.17,157,15888462,32765767,-16877305,NO,"$33,000",NOT FUNDED,"$1,021",Approval Threshold,309900
Haskell for beginners in Vietnamese,2.87,152,15509543,33415014,-17905471,NO,"$12,000",NOT FUNDED,"$1,021",Approval Threshold,321872
CNFT Alliance: Korean Community!,3.38,168,18775223,37094706,-18319483,NO,"$7,500",NOT FUNDED,"$1,021",Approval Threshold,332559
Flooftopia: Chinese Translation,3.21,136,14126417,34370953,-20244536,NO,"$7,500",NOT FUNDED,"$1,021",Approval Threshold,356598
https://cardano.ideascale.com/a/dtd/418922-48088,3.37,131,12888860,33800215,-20911355,NO,"$4,377",NOT FUNDED,"$1,021",Approval Threshold,356405
Web ADA Info Community In Bahasa,3.33,152,14189627,35571872,-21382245,NO,"$4,350",NOT FUNDED,"$1,021",Approval Threshold,327378
Flooftopia: Vietnamese Translation,3.67,136,10494689,32367695,-21873006,NO,"$7,500",NOT FUNDED,"$1,021",Approval Threshold,315165
Reskilling and Rewarding Refugees,3.71,171,17113278,39752887,-22639609,NO,"$30,000",NOT FUNDED,"$1,021",Approval Threshold,332551
It is not straight forward for non-,2.12,148,12250033,35968325,-23718292,NO,"$1,950",NOT FUNDED,"$1,021",Approval Threshold,325800
Maximize Value From Previous Funds,3.41,129,10178920,34120945,-23942025,NO,"$5,000",NOT FUNDED,"$1,021",Approval Threshold,343410
CNFTacademy translation,3.62,149,11055495,35942894,-24887399,NO,"$15,000",NOT FUNDED,"$1,021",Approval Threshold,315425
Cardano in Sinhala,4.11,211,16976706,44333357,-27356651,NO,"$11,150",NOT FUNDED,"$1,021",Approval Threshold,290569
Trust & Transparent News Portal,2.47,154,10273807,38280836,-28007029,NO,"$15,000",NOT FUNDED,"$1,021",Approval Threshold,315290
Cardano in Khmer,3.42,210,15278412,47408741,-32130329,NO,"$11,150",NOT FUNDED,"$1,021",Approval Threshold,298510
Cardano ERP - Grow Asia,3.17,169,10426234,45338340,-34912106,NO,"$47,400",NOT FUNDED,"$1,021",Approval Threshold,329968
Singular- Mobile-Centric DeFi App,3.56,173,11976153,64511083,-52534930,NO,"$250,000",NOT FUNDED,"$1,021",Approval Threshold,442123
AI Blockchain Activity DApp 🚀,2.67,177,10404937,68031979,-57627042,NO,"$90,000",NOT FUNDED,"$1,021",Approval Threshold,443146
,,,,,,,,13,,,

Legal & Financial Implementatio: Table 1
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,
KYC Solution,3.80,427,193401070,24607336,168793734,YES,"$125,000",FUNDED,"$375,000",,510558
Blueprint for Investment Funds,4.87,1011,148992250,48386475,100605775,YES,"$39,857",FUNDED,"$335,143",,195231
Onboarded companies playbook,4.80,676,117519461,24699816,92819645,YES,"$13,500",FUNDED,"$321,643",,210384
AI lawyer on Cardano - Profila/HSLU,4.67,741,117565848,27107334,90458514,YES,"$78,000",FUNDED,"$243,643",,195240
JPG DAO: Legal Review,3.71,314,92639041,17306011,75333030,YES,"$50,000",FUNDED,"$193,643",,350143
Global Compliance 200+ Jurisdiction,4.42,335,94724506,20401774,74322732,YES,"$26,700",FUNDED,"$166,943",,343661
Accounting Reporting France,4.63,408,93985896,22333439,71652457,YES,"$11,200",FUNDED,"$155,743",,285096
littlefish - Law and the New Order,4.80,716,109864378,38573674,71290704,YES,"$84,800",FUNDED,"$70,943",,207316
Mediation Training & Certification,4.75,616,93509175,28481602,65027573,YES,"$19,948",FUNDED,"$50,995",,198037
Digital Identity Integration,2.62,329,83598354,20163393,63434961,YES,"$75,000",NOT FUNDED,"$50,995",Over Budget,315385
Legal & Financial Consulting Hub,4.36,333,87607735,29415428,58192307,YES,"$42,336",FUNDED,"$8,659",,351421
Web3 Legal Hub,4.50,476,78326830,23215650,55111180,YES,"$35,140",NOT FUNDED,"$8,659",Over Budget,213325
Scale-UP Hubs' Legal Framework,4.51,405,66308668,22660912,43647756,YES,"$21,000",NOT FUNDED,"$8,659",Over Budget,219678
Legal and Financial Standards,4.42,399,58641599,21982145,36659454,YES,"$24,870",NOT FUNDED,"$8,659",Over Budget,202065
Imani Web3 Legal Services Portal,4.67,426,59603871,26286145,33317726,YES,"$50,000",NOT FUNDED,"$8,659",Over Budget,201620
DLT360: Securities Law & Tokens,4.08,255,42748786,9646656,33102130,YES,"$12,500",NOT FUNDED,"$8,659",Over Budget,205472
Cardano Lawyer (EU-region),4.00,335,44400304,12120586,32279718,YES,"$22,700",NOT FUNDED,"$8,659",Over Budget,168719
LawFinDAO :) - $LAWL,4.12,261,41717560,15041459,26676101,YES,"$51,500",NOT FUNDED,"$8,659",Over Budget,217468
Treasury Guild Advisory Service,4.51,388,51670364,25650570,26019794,YES,"$48,000",NOT FUNDED,"$8,659",Over Budget,199281
Catalyst Mediation Treasury,4.47,340,51521371,26479469,25041902,YES,"$10,000",NOT FUNDED,"$8,659",Over Budget,229414
Smart contract enabled fiat-on-ramp,3.80,266,34428633,13138166,21290467,YES,"$50,000",NOT FUNDED,"$8,659",Over Budget,178823
StablePay - replace StableCoins,4.00,276,35067381,15309738,19757643,YES,"$57,700",NOT FUNDED,"$8,659",Over Budget,182526
Legal Compliance Support (EN/ES),3.96,207,29835022,11279211,18555811,YES,"$24,000",NOT FUNDED,"$8,659",Over Budget,198619
Fundraising solutions in Argentina,4.33,290,47386299,28856397,18529902,YES,"$14,400",NOT FUNDED,"$8,659",Over Budget,262906
Legal & Accounting Marketplace,3.79,223,27856133,10452350,17403783,NO,"$17,900",NOT FUNDED,"$8,659",Approval Threshold,171787
"For Cardano, Accountants & Lawyersl",4.17,275,33084402,19720601,13363801,YES,"$79,183",NOT FUNDED,"$8,659",Over Budget,192018
Automated funding 4 funded projects,4.19,293,36214641,25905899,10308742,YES,"$63,900",NOT FUNDED,"$8,659",Over Budget,212015
African Journalists - AJEOT 2022,4.28,274,37067175,27863369,9203806,YES,"$35,000",NOT FUNDED,"$8,659",Over Budget,236973
LATAM Legal and Regulatory MindMap,3.96,234,21746038,13097142,8648896,NO,"$15,000",NOT FUNDED,"$8,659",Approval Threshold,148902
Tanzania Cardano Think Tank,3.70,193,15495473,14878270,617203,NO,"$35,000",NOT FUNDED,"$8,659",Approval Threshold,157377
Legal Listings,3.73,187,14014041,14957288,-943247,NO,"$17,000",NOT FUNDED,"$8,659",Approval Threshold,154927
Legal Consultancy in Ethiopia,3.67,194,13355989,14442989,-1087000,NO,"$2,000",NOT FUNDED,"$8,659",Approval Threshold,143294
Connecting KYC to Tokens,2.90,279,19513076,20963564,-1450488,NO,"$90,000",NOT FUNDED,"$8,659",Approval Threshold,145078
Structuring Employee Token Options,2.97,233,17531901,19514633,-1982732,NO,"$75,000",NOT FUNDED,"$8,659",Approval Threshold,158998
Mehen: USDM State Regulatory Fees,3.52,305,15301028,18720650,-3419622,NO,"$26,578",NOT FUNDED,"$8,659",Approval Threshold,111546
Creation of a registered company,2.93,194,6287509,17254458,-10966949,NO,"$30,250",NOT FUNDED,"$8,659",Approval Threshold,121350
Digital Voter ID,1.70,242,14890327,28272728,-13382401,NO,"$50,000",NOT FUNDED,"$8,659",Approval Threshold,178360
Cardano ERP for Catalyst,2.92,222,12559661,26698387,-14138726,NO,"$100,000",NOT FUNDED,"$8,659",Approval Threshold,176838
Instant Financial Data Application,3.09,167,3127250,17735811,-14608561,NO,"$16,000",NOT FUNDED,"$8,659",Approval Threshold,124929
legal implementation in COLOMBIA,3.47,184,3339745,18264774,-14925029,NO,"$19,000",NOT FUNDED,"$8,659",Approval Threshold,117416
FluidTokens legal entity,2.62,208,4252635,19180123,-14927488,NO,"$40,000",NOT FUNDED,"$8,659",Approval Threshold,112657
Cardano-Crystal Legal Operations,2.93,178,2553553,17718653,-15165100,NO,"$24,000",NOT FUNDED,"$8,659",Approval Threshold,113889
Financial Implementation Blockchain,3.47,185,2035826,18257664,-16221838,NO,"$45,000",NOT FUNDED,"$8,659",Approval Threshold,109695
Documenting Human Rights Evidence,2.89,187,2467409,19347206,-16879797,NO,"$40,000",NOT FUNDED,"$8,659",Approval Threshold,116656
On-chain reputation,1.91,203,4451694,21369809,-16918115,NO,"$10,000",NOT FUNDED,"$8,659",Approval Threshold,127200
Assembly of TriState/National SPAC,2.33,182,1233629,19793067,-18559438,NO,"$9,000",NOT FUNDED,"$8,659",Approval Threshold,115531
Cardano4Charities,3.58,223,4810184,27159251,-22349067,NO,"$8,000",NOT FUNDED,"$8,659",Approval Threshold,143361
,,,,,,,,10,,,

The Great Migration (from Ether: Table 1
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,REQUESTED $,STATUS,FUND DEPLETION,Reason for not funded status,
Community CIP Editor: 1 year budget,4.94,2495,521080211,14042293,507037918,YES,"$19,200",FUNDED,"$480,800",,214478
Accelerator batch #3,4.01,1233,422360859,21420339,400940520,YES,"$120,000",FUNDED,"$360,800",,359920
Game Play and Earn from EVM Network,4.82,2134,408554364,103832943,304721421,YES,"$80,000",FUNDED,"$280,800",,240107
Cross-Chain Fake NFT Protection,4.79,1876,286543869,23079487,263464382,YES,"$51,250",FUNDED,"$229,550",,165044
Ethereum and Cardano Web3 Wallet,4.67,2572,342419677,89591799,252827878,YES,"$97,600",FUNDED,"$131,950",,167967
EVM DAO Integration,4.73,1410,220123890,14084174,206039716,YES,"$95,320",FUNDED,"$36,630",,166105
ETH NFT Artists->Cardano workshops,4.37,1044,168174558,25909051,142265507,YES,"$15,000",FUNDED,"$21,630",,185904
Cardano carbon offset dapp,3.25,968,222139487,89964773,132174714,YES,"$120,000",NOT FUNDED,"$21,630",Over Budget,322422
CDA DeFi Education,4.30,1049,150054485,19796392,130258093,YES,"$50,000",NOT FUNDED,"$21,630",Over Budget,161917
Ethereum's NFT Gateway to Cardano!,4.33,1139,156791783,26969819,129821964,YES,"$40,000",NOT FUNDED,"$21,630",Over Budget,161336
Ethereum2Cardano Builder Dictionary,4.26,988,149878800,21605526,128273274,YES,"$16,000",FUNDED,"$5,630",,173567
Attract ETH NFT Projects & Talent,4.63,1152,140842515,31504813,109337702,YES,"$28,837",NOT FUNDED,"$5,630",Over Budget,149607
Educational Content in Human Terms,3.87,726,83864715,21304243,62560472,YES,"$6,650",NOT FUNDED,"$5,630",Over Budget,144861
Eth Rehab - Recovery with Cardano!,3.93,687,86643188,29646933,56996255,YES,"$14,000",NOT FUNDED,"$5,630",Over Budget,169272
Caricatures for Migration,3.92,630,78167180,23269086,54898094,YES,"$10,500",NOT FUNDED,"$5,630",Over Budget,161010
Cardano EVM Education Concierge,4.22,666,76409862,27443706,48966156,YES,"$25,000",NOT FUNDED,"$5,630",Over Budget,155936
Cardano NYC 🤝 ETH NYC Communities,3.87,652,73023400,36668753,36354647,YES,"$65,000",NOT FUNDED,"$5,630",Over Budget,168239
Goguenheim: Renaissance on Cardano,3.71,694,68724810,51246193,17478617,YES,"$100,000",NOT FUNDED,"$5,630",Over Budget,172869
Creatives Migrating Campaign,4.15,762,107576321,90420802,17155519,YES,"$73,300",NOT FUNDED,"$5,630",Over Budget,259839
Cardano NFT Agency,3.67,564,49260879,42047537,7213342,YES,"$31,500",NOT FUNDED,"$5,630",Over Budget,161894
1st Traceable RewardCurrency FLORAS,4.51,858,107888501,101079952,6808549,NO,"$68,000",NOT FUNDED,"$5,630",Approval Threshold,243553
BigBucs- Crypto Cashback Platform,3.24,605,43368458,42775338,593120,NO,"$50,000",NOT FUNDED,"$5,630",Approval Threshold,142386
International Cyber Genesis,2.63,644,41550105,56555605,-15005500,NO,"$25,000",NOT FUNDED,"$5,630",Approval Threshold,152338
Ada's Tarot - Great Migration,2.75,644,38226576,59005478,-20778902,NO,"$42,999",NOT FUNDED,"$5,630",Approval Threshold,150981
Nodesound - Music On The Blockchain,2.78,618,52905719,108186252,-55280533,NO,"$37,600",NOT FUNDED,"$5,630",Approval Threshold,260667
,,,,,,,,8,,,

Fund10 challenge setting: Table 1
Proposal,Overall score,Votes cast,YES,NO,Result,Meets approval threshold,Requested ada,STATUS,FUND DEPLETION,Reason for not funded status,
Development & Infrastructure,4.90,1352,257748012,20510804,237237208,YES,2925000,FUNDED,9875000,,205813
Startups & Onboarding for Students,4.51,493,253955526,36578684,217376842,YES,100000,FUNDED,9775000,,589319
Products & Integrations,4.83,1123,242088574,35155162,206933412,YES,3000000,FUNDED,6775000,,246878
OSDE: Open Source Dev Ecosystem,4.95,1308,218201422,24021854,194179568,YES,1000000,FUNDED,5775000,,185186
SPO Tools & Community Projects,4.57,474,160927753,24129788,136797965,YES,1500000,FUNDED,4275000,,390417
Developer Ecosystem - The Evolution,4.84,959,154796267,27640840,127155427,YES,2000000,FUNDED,2275000,,190237
DAOs <3 Cardano,4.78,643,154773810,36229639,118544171,YES,1000000,FUNDED,1275000,,297050
Atala PRISM: Launch Ecosystems🚀,4.79,878,152119372,34819164,117300208,YES,1000000,FUNDED,275000,,212914
PLUTUS 100x GAINS FOR TIME-TO-dAPP,4.73,528,143978456,43469642,100508814,YES,1000000,NOT FUNDED,275000,Over Budget,355015
Legal & Financial Implementations,4.50,372,129015920,29121143,99894777,YES,500000,NOT FUNDED,275000,Over Budget,425100
HYDRA OPEN FOR BUSINESS,4.83,999,141349394,42523696,98825698,YES,1000000,NOT FUNDED,275000,Over Budget,184057
dRep improvement and onboarding,4.51,431,182749961,91532058,91217903,YES,100000,FUNDED,175000,,636385
Improve User Experience on Cardano,4.33,422,123529477,33241799,90287678,YES,2000000,NOT FUNDED,175000,Over Budget,371496
Miscellaneous Challenge,4.48,353,112007451,37022709,74984742,YES,500000,NOT FUNDED,175000,Over Budget,422182
Cardano Contributors,4.55,357,109304000,41635013,67668987,YES,975000,NOT FUNDED,175000,Over Budget,422798
MARLOWE OPEN TOOLS & USE CASES,4.70,498,95951468,31010315,64941153,YES,1000000,NOT FUNDED,175000,Over Budget,254943
CARDANO JS SDK: A Builder’s Journey,4.70,406,76443580,36128980,40314600,YES,1000000,NOT FUNDED,175000,Over Budget,277272
Scale-UP Cardano Community Hubs,4.74,486,78765012,45278644,33486368,YES,500000,NOT FUNDED,175000,Over Budget,255234
$195 MILLION TVL HACK AVOIDED,4.63,428,60343233,31981934,28361299,YES,500000,NOT FUNDED,175000,Over Budget,215713
Governance & Identity,4.71,691,112196998,92909445,19287553,YES,2000000,NOT FUNDED,175000,Over Budget,296826
"Grow E. Hemisphere, Grow Cardano",4.75,467,79138536,61615725,17522811,YES,500000,NOT FUNDED,175000,Over Budget,301401
Global Health Care on Cardano,4.21,354,44593358,31584960,13008398,YES,200000,NOT FUNDED,175000,Over Budget,215193
NFT Community & Ecosystem,4.59,413,47774448,36616229,11158219,YES,1500000,NOT FUNDED,175000,Over Budget,204336
Building on NMKR,3.95,484,51594778,40632205,10962573,YES,100000,FUNDED,75000,,190552
Entrepreneurship Challenge,4.78,541,62102186,51183407,10918779,YES,500000,NOT FUNDED,75000,Over Budget,209400
Education| Sustainability |Cardano,4.44,355,50499084,44826081,5673003,NO,350000,NOT FUNDED,75000,Approval Threshold,268522
Cardano Global Marketing Campaign,4.09,378,44856500,39835779,5020721,NO,300000,NOT FUNDED,75000,Approval Threshold,224054
1000 Universities Global Outreach,3.96,379,44848781,41927592,2921189,NO,1000000,NOT FUNDED,75000,Approval Threshold,228961
"Grow Vietnam, Grow Cardano",4.80,570,63666556,64811380,-1144824,NO,150000,NOT FUNDED,75000,Approval Threshold,225400
Community & Outreach,4.63,391,55435109,57910060,-2474951,NO,1800000,NOT FUNDED,75000,Approval Threshold,289885
CARDANO FOR SCALA SUPERSTARS,4.41,297,47939959,52782967,-4843008,NO,1000000,NOT FUNDED,75000,Approval Threshold,339134
Cardano Open Source Hall of Fame,3.56,289,31013500,37613377,-6599877,NO,100000,NOT FUNDED,75000,Approval Threshold,237463
Climate Change: THE Challenge,4.51,532,42973446,59671238,-16697792,NO,500000,NOT FUNDED,75000,Approval Threshold,192941
Nurturing Ideas & Teams,4.48,304,25144818,45144508,-19999690,NO,1000000,NOT FUNDED,75000,Approval Threshold,231215
Gamers On-Chained,4.63,508,84793003,105983941,-21190938,NO,850000,NOT FUNDED,75000,Approval Threshold,375545
"Grow LatinAmerica, Grow Cardano",4.53,424,36293083,59040546,-22747463,NO,1000000,NOT FUNDED,75000,Approval Threshold,224843
NPOs/NGOs Integration & Solution,3.44,278,21423931,53051807,-31627876,NO,350000,NOT FUNDED,75000,Approval Threshold,267898
Challenge & Scouted for Students🎓,3.19,260,26078425,61670521,-35592096,NO,200000,NOT FUNDED,75000,Approval Threshold,337496
Funding Categories Full Fund,4.67,437,70531529,109377827,-38846298,NO,12800000,NOT FUNDED,75000,Approval Threshold,411692
ADA-Architecture,2.41,300,14372708,53818470,-39445762,NO,250000,NOT FUNDED,75000,Approval Threshold,227304
Cardano and Agriculture,3.61,365,20699075,62130628,-41431553,NO,800000,NOT FUNDED,75000,Approval Threshold,226931
